object name,library name,text,rodata,data,bss,code,flash,ram
ppp-utils.c.obj,lib\liblwip.a,1908,102,0,0,2010,2010,0
ppp.c.obj,lib\liblwip.a,1724,4543,0,0,6267,6267,0
pppapi.c.obj,lib\liblwip.a,0,19,0,0,19,19,0
pppos.c.obj,lib\liblwip.a,1848,562,0,0,2410,2410,0
raw.c.obj,lib\liblwip.a,1978,234,0,4,2212,2212,4
sockets.c.obj,lib\liblwip.a,21590,3357,12,304,24947,24959,316
tcp.c.obj,lib\liblwip.a,8738,1564,6,27,10302,10308,33
tcp_in.c.obj,lib\liblwip.a,8456,903,0,58,9359,9359,58
tcp_out.c.obj,lib\liblwip.a,6108,1192,0,0,7300,7300,0
tcpip.c.obj,lib\liblwip.a,442,105,0,8,547,547,8
timeouts.c.obj,lib\liblwip.a,192,209,0,4,401,401,4
udp.c.obj,lib\liblwip.a,3492,192,2,4,3684,3686,6
mal_cfw.c.obj,lib\libmal.a,304,0,0,0,304,304,0
mal_engine.c.obj,lib\libmal.a,312,57,0,4,369,369,4
arc4.c.obj,lib\libmbedtls.a,158,0,0,0,158,158,0
asn1parse.c.obj,lib\libmbedtls.a,968,0,0,0,968,968,0
asn1write.c.obj,lib\libmbedtls.a,606,0,0,0,606,606,0
base64.c.obj,lib\libmbedtls.a,580,0,0,0,580,580,0
bignum.c.obj,lib\libmbedtls.a,8750,672,0,0,9422,9422,0
blowfish.c.obj,lib\libmbedtls.a,898,4168,0,0,5066,5066,0
camellia.c.obj,lib\libmbedtls.a,2134,1304,0,0,3438,3438,0
ccm.c.obj,lib\libmbedtls.a,1040,0,0,0,1040,1040,0
chacha20.c.obj,lib\libmbedtls.a,1116,0,0,0,1116,1116,0
chachapoly.c.obj,lib\libmbedtls.a,800,0,0,0,800,800,0
cipher.c.obj,lib\libmbedtls.a,2226,0,0,0,2226,2226,0
cipher_wrap.c.obj,lib\libmbedtls.a,770,3348,0,0,4118,4118,0
constant_time.c.obj,lib\libmbedtls.a,1468,0,0,0,1468,1468,0
ctr_drbg.c.obj,lib\libmbedtls.a,1078,0,0,0,1078,1078,0
des.c.obj,lib\libmbedtls.a,3244,2176,0,0,5420,5420,0
dhm.c.obj,lib\libmbedtls.a,1376,0,0,0,1376,1376,0
ecdh.c.obj,lib\libmbedtls.a,814,0,0,0,814,814,0
ecdsa.c.obj,lib\libmbedtls.a,1558,17,0,0,1575,1575,0
ecp.c.obj,lib\libmbedtls.a,7004,1080,0,30,8084,8084,30
ecp_curves.c.obj,lib\libmbedtls.a,5794,2276,28,0,8070,8098,28
entropy.c.obj,lib\libmbedtls.a,658,0,0,0,658,658,0
entropy_poll.c.obj,lib\libmbedtls.a,70,0,0,0,70,70,0
error.c.obj,lib\libmbedtls.a,4016,12082,0,0,16098,16098,0
gcm.c.obj,lib\libmbedtls.a,1848,128,0,0,1976,1976,0
havege.c.obj,lib\libmbedtls.a,3838,0,0,0,3838,3838,0
hmac_drbg.c.obj,lib\libmbedtls.a,712,0,0,0,712,712,0
mbed_aes.c.obj,lib\libmbedtls.a,4282,0,0,8748,4282,4282,8748
mbed_debug.c.obj,lib\libmbedtls.a,1382,186,0,4,1568,1568,4
mbed_sha256.c.obj,lib\libmbedtls.a,2424,256,0,0,2680,2680,0
md.c.obj,lib\libmbedtls.a,1104,126,0,0,1230,1230,0
md5.c.obj,lib\libmbedtls.a,2738,0,0,0,2738,2738,0
net_sockets.c.obj,lib\libmbedtls.a,1424,0,0,0,1424,1424,0
oid.c.obj,lib\libmbedtls.a,898,5056,0,0,5954,5954,0
pem.c.obj,lib\libmbedtls.a,1374,150,0,0,1524,1524,0
pk.c.obj,lib\libmbedtls.a,730,27,0,0,757,757,0
pk_wrap.c.obj,lib\libmbedtls.a,684,236,0,0,920,920,0
pkcs12.c.obj,lib\libmbedtls.a,1148,0,0,0,1148,1148,0
pkcs5.c.obj,lib\libmbedtls.a,774,10,0,0,784,784,0
pkparse.c.obj,lib\libmbedtls.a,3426,291,0,0,3717,3717,0
pkwrite.c.obj,lib\libmbedtls.a,528,0,0,0,528,528,0
platform.c.obj,lib\libmbedtls.a,56,0,8,0,56,64,8
platform_util.c.obj,lib\libmbedtls.a,44,0,4,0,44,48,4
poly1305.c.obj,lib\libmbedtls.a,1524,0,0,0,1524,1524,0
ripemd160.c.obj,lib\libmbedtls.a,5412,64,0,0,5476,5476,0
rsa.c.obj,lib\libmbedtls.a,6796,0,0,0,6796,6796,0
rsa_internal.c.obj,lib\libmbedtls.a,1500,54,0,0,1554,1554,0
sha1.c.obj,lib\libmbedtls.a,4516,0,0,0,4516,4516,0
sha512.c.obj,lib\libmbedtls.a,4888,640,0,0,5528,5528,0
ssl_ciphersuites.c.obj,lib\libmbedtls.a,242,10869,0,596,11111,11111,596
ssl_cli.c.obj,lib\libmbedtls.a,11494,5199,0,0,16693,16693,0
ssl_msg.c.obj,lib\libmbedtls.a,15090,7127,0,0,22217,22217,0
ssl_srv.c.obj,lib\libmbedtls.a,11166,4328,0,0,15494,15494,0
ssl_tls.c.obj,lib\libmbedtls.a,11800,2808,51,0,14608,14659,51
timing.c.obj,lib\libmbedtls.a,184,0,0,20,184,184,20
version.c.obj,lib\libmbedtls.a,6,0,0,0,6,6,0
x509.c.obj,lib\libmbedtls.a,2414,69,0,0,2483,2483,0
x509_crl.c.obj,lib\libmbedtls.a,122,0,0,0,122,122,0
x509_crt.c.obj,lib\libmbedtls.a,6770,2221,0,0,8991,8991,0
ml.c.obj,lib\libml.a,452,0,0,4,452,452,4
ml_cp936.c.obj,lib\libml.a,204,15920,24,0,16124,16148,24
ml_gsm.c.obj,lib\libml.a,184,300,24,0,484,508,24
ml_iso8859_1.c.obj,lib\libml.a,48,0,24,0,48,72,24
ml_utf16.c.obj,lib\libml.a,300,0,48,0,300,348,48
ml_utf8.c.obj,lib\libml.a,368,0,24,0,368,392,24
pb_common.c.obj,lib\libnanopb.a,202,0,0,0,202,202,0
pb_decode.c.obj,lib\libnanopb.a,2938,361,0,0,3299,3299,0
pb_encode.c.obj,lib\libnanopb.a,1824,178,0,0,2002,2002,0
pb_util.c.obj,lib\libnanopb.a,204,0,0,0,204,204,0
cfw_sockets_api.c.obj,lib\libnet.a,2080,148,0,384,2228,2228,384
lwipports.c.obj,lib\libnet.a,908,0,0,24,908,908,24
nd6_reply.c.obj,lib\libnet.a,752,244,50,200,996,1046,250
netdev_interface.c.obj,lib\libnet.a,588,69,40,0,657,697,40
netdev_interface_nat_lan.c.obj,lib\libnet.a,288,152,0,24,440,440,24
netif_gprs.c.obj,lib\libnet.a,1248,64,0,3864,1312,1312,3864
netif_nat_lan_lwip.c.obj,lib\libnet.a,1424,474,0,3864,1898,1898,3864
netif_nat_wan.c.obj,lib\libnet.a,1412,612,0,3864,2024,2024,3864
netmain.c.obj,lib\libnet.a,528,76,0,4,604,604,4
netutils.c.obj,lib\libnet.a,108,0,0,0,108,108,0
ppp6_reply.c.obj,lib\libnet.a,1148,262,0,0,1410,1410,0
ppp_interface.c.obj,lib\libnet.a,5090,980,0,8,6070,6070,8
nvm_8910.c.obj,lib\libnvm.a,1212,1062,0,0,2274,2274,0
nvm_migration.c.obj,lib\libnvm.a,288,249,0,0,537,537,0
ql_embed_nor_flash.c.obj,lib\liboql_core_drv.a,356,172,0,0,528,528,0
quec_customer_cfg.c.obj,lib\liboql_core_drv.a,0,357,53,0,357,410,53
quec_internal_cfg.c.obj,lib\liboql_core_drv.a,0,296,319,0,296,615,319
quec_pin_cfg_EC200U.c.obj,lib\liboql_core_drv.a,0,648,0,0,648,648,0
quec_pin_init.c.obj,lib\liboql_core_drv.a,264,38,0,0,302,302,0
quec_virt_func_bsp.c.obj,lib\liboql_core_virt_func.a,88,0,0,0,88,88,0
quec_virt_func_bt.c.obj,lib\liboql_core_virt_func.a,6,0,0,0,6,6,0
quec_virt_func_modem.c.obj,lib\liboql_core_virt_func.a,22,0,0,0,22,22,0
quec_virt_func_proto_stack.c.obj,lib\liboql_core_virt_func.a,242,0,0,0,242,242,0
osi_mem.c.obj,lib\libosi_core.a,2866,0,0,69,2866,2866,69
osi_timer.c.obj,lib\libosi_core.a,3630,7,0,56,3637,3637,56
osi_blocked_fifo.c.obj,lib\libosi_lib.a,1436,0,0,0,1436,1436,0
osi_event_hub.c.obj,lib\libosi_lib.a,708,112,0,0,820,820,0
osi_fifo.c.obj,lib\libosi_lib.a,278,0,0,0,278,278,0
osi_hdlc.c.obj,lib\libosi_lib.a,730,0,0,0,730,730,0
osi_line_cache.c.obj,lib\libosi_lib.a,200,0,0,0,200,200,0
osi_mem_record.c.obj,lib\libosi_lib.a,0,4,0,8196,4,4,8196
osi_mem_recycler.c.obj,lib\libosi_lib.a,128,0,0,0,128,128,0
osi_order_list.c.obj,lib\libosi_lib.a,528,0,0,0,528,528,0
osi_pipe.c.obj,lib\libosi_lib.a,926,0,0,0,926,926,0
osi_vsmap.c.obj,lib\libosi_lib.a,234,0,0,0,234,234,0
osi_work.c.obj,lib\libosi_lib.a,894,18,0,12,912,912,12
ql_atcmd_handler.c.obj,lib\libql_open_at.a,284,202,0,0,486,486,0
quec_spi_nor_flash_prop.c.obj,lib\libql_spi4_nor_prop.a,24,0,128,0,24,152,128
rpc_aud.c.obj,lib\librpc_core.a,1374,0,0,0,1374,1374,0
rpc_daemon.c.obj,lib\librpc_core.a,1100,359,0,4,1459,1459,4
rpc_dispatch_ap.c.obj,lib\librpc_core.a,136,20129,0,0,20265,20265,0
rpc_hello_ap.c.obj,lib\librpc_core.a,42,27,0,0,69,69,0
aes.c.obj,lib\libservice.a,2584,0,0,8748,2584,2584,8748
bignum.c.obj,lib\libservice.a,5090,0,0,0,5090,5090,0
rsa.c.obj,lib\libservice.a,720,80,0,0,800,800,0
sha1.c.obj,lib\libservice.a,4350,64,0,0,4414,4414,0
sha2.c.obj,lib\libservice.a,7630,64,0,0,7694,7694,0
simlock.c.obj,lib\libservice.a,1182,589,0,0,1771,1771,0
simlock_aescrypt.c.obj,lib\libservice.a,288,101,0,0,389,389,0
simlock_storage.c.obj,lib\libservice.a,420,361,0,0,781,781,0
srv_bt_trace.c.obj,lib\libservice.a,396,122,0,0,518,518,0
srv_fs_trace.c.obj,lib\libservice.a,2562,231,4,0,2793,2797,4
srv_keypad.c.obj,lib\libservice.a,676,81,0,4,757,757,4
srv_pm.c.obj,lib\libservice.a,1378,316,0,4,1694,1694,4
srv_pm_main.c.obj,lib\libservice.a,100,18,0,4,118,118,4
srv_rf_param.c.obj,lib\libservice.a,294,140,0,0,434,434,0
srv_sim_detect.c.obj,lib\libservice.a,560,63,0,40,623,623,40
srv_simlock.c.obj,lib\libservice.a,532,1015,0,4,1547,1547,4
srv_usb.c.obj,lib\libservice.a,96,20,0,0,116,116,0
srv_wdt.c.obj,lib\libservice.a,130,0,0,8,130,130,8
sffs.c.obj,lib\libsffs_core.a,10738,36,0,0,10774,10774,0
lib_a-environ.o,..\..\components\newlib\armca5\libc.a,0,0,4,4,0,4,8
vectors.S.obj,lib\libkernel.a,0,0,0,0,0,0,0
